model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state,PAINT JOB,DRIVE TRAIN
Model 3,2017,29415,31500,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$486 /mo,85305,All Black Partial Premium Interior,GA,Midnight Silver,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,85704,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,15911,33200,"Scottsdale, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$516 /mo,85704,All Black Partial Premium Interior,AZ,Pearl White,100D AWD-Long Range
Model 3,2017,38051,27300,"Silver Spring, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$410 /mo,95403,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,42685,27400,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$412 /mo,95403,All Black Partial Premium Interior,GA,Pearl White,100D AWD-Long Range
Model 3,2017,34247,27800,"Libertyville, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$419 /mo,95403,All Black Partial Premium Interior,IL,Pearl White,100D AWD-Long Range
Model 3,2017,40657,28600,"Available to view in Rogers, MN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$433 /mo,95403,All Black Partial Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,44226,28800,"Available to view in Roswell, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$437 /mo,95403,All Black Partial Premium Interior,GA,Solid Black,100D AWD-Long Range
Model 3,2017,41166,28800,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$437 /mo,95403,All Black Partial Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,47857,29000,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$441 /mo,95403,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,43255,29300,"FORT MYERS, FL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$446 /mo,95403,All Black Partial Premium Interior,FL,Solid Black,100D AWD-Long Range
Model 3,2017,37611,29300,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$446 /mo,95403,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,30042,29300,"Available to view in Lawrence Township, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$446 /mo,95403,All Black Partial Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model 3,2017,24532,29400,"Owings Mills, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$448 /mo,95403,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,48206,29400,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$448 /mo,95403,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,26533,29800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$455 /mo,95403,All Black Partial Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model 3,2017,36116,30300,"Franklin, TN",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$464 /mo,95403,All Black Partial Premium Interior,TN,Pearl White,100D AWD-Long Range
Model 3,2017,27699,30800,"Rockville, MD",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$473 /mo,95403,All Black Partial Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,33596,30800,"Tucson, AZ",Model 3 Standard Range Plus Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$473 /mo,95403,All Black Partial Premium Interior,AZ,Midnight Silver,100D AWD-Long Range
Model 3,2017,27832,31000,"Savannah, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$477 /mo,95403,All Black Partial Premium Interior,GA,Pearl White,100D AWD-Long Range
Model 3,2017,30086,31100,"Paramus, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$478 /mo,95403,All Black Partial Premium Interior,NJ,Midnight Silver,100D AWD-Long Range
Model 3,2017,30215,31100,"Available to view in Kennesaw, GA",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$478 /mo,95403,All Black Partial Premium Interior,GA,Red,100D AWD-Long Range
Model 3,2017,4829,31100,"Elk Grove Village, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$478 /mo,95403,All Black Partial Premium Interior,IL,Pearl White,100D AWD-Long Range
Model 3,2017,17484,31400,"Paramus, NJ",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$484 /mo,95403,All Black Partial Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,28419,31400,"Available to view in Lisle, IL",Model 3 Standard Range Plus Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$484 /mo,95403,All Black Partial Premium Interior,IL,Deep Blue,100D AWD-Long Range
Model S,2012,45284,47200,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,MA,Deep Blue,100D AWD-Long Range
Model S,2012,25082,49700,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,85209,Cream Premium Interior with Oak Wood Décor,FL,Deep Blue,100D AWD-Long Range
Model S,2012,29199,50700,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,85209,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,47056,51100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NC,Midnight Silver,100D AWD-Long Range
Model S,2012,40479,53700,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,IL,Deep Blue,100D AWD-Long Range
Model S,2012,15604,55800,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Deep Blue,100D AWD-Long Range
Model S,2012,14721,59100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NC,Pearl White,100D AWD-Long Range
Model S,2012,45284,47200,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,MA,Deep Blue,100D AWD-Long Range
Model S,2012,25082,49700,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL,Deep Blue,100D AWD-Long Range
Model S,2012,29199,50700,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,47056,51100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NC,Midnight Silver,100D AWD-Long Range
Model S,2012,40479,53700,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,IL,Deep Blue,100D AWD-Long Range
Model S,2012,15604,55800,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Deep Blue,100D AWD-Long Range
Model S,2012,14721,59100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NC,Pearl White,100D AWD-Long Range
Model S,2012,45284,47200,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,MA,Deep Blue,100D AWD-Long Range
Model S,2012,25082,49700,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,85281,Cream Premium Interior with Oak Wood Décor,FL,Deep Blue,100D AWD-Long Range
Model S,2012,29199,50700,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,85281,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,47056,51100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,85281,Black and White Premium Interior with Dark Ash Wood Décor,NC,Midnight Silver,100D AWD-Long Range
Model S,2012,40479,53700,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,IL,Deep Blue,100D AWD-Long Range
Model S,2012,15604,55800,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,85281,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Deep Blue,100D AWD-Long Range
Model S,2012,14721,59100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,85281,Black and White Premium Interior with Dark Ash Wood Décor,NC,Pearl White,100D AWD-Long Range
Model S,2012,45284,47200,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,MA,Deep Blue,100D AWD-Long Range
Model S,2012,25082,49700,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,85305,Cream Premium Interior with Oak Wood Décor,FL,Deep Blue,100D AWD-Long Range
Model S,2012,29199,50700,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,85305,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,47056,51100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,85305,Black and White Premium Interior with Dark Ash Wood Décor,NC,Midnight Silver,100D AWD-Long Range
Model S,2012,40479,53700,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,IL,Deep Blue,100D AWD-Long Range
Model S,2012,15604,55800,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,85305,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Deep Blue,100D AWD-Long Range
Model S,2012,14721,59100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,85305,Black and White Premium Interior with Dark Ash Wood Décor,NC,Pearl White,100D AWD-Long Range
Model S,2012,45284,47200,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,MA,Deep Blue,100D AWD-Long Range
Model S,2012,25082,49700,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,91301,Cream Premium Interior with Oak Wood Décor,FL,Deep Blue,100D AWD-Long Range
Model S,2012,29199,50700,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,91301,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,47056,51100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,91301,Black and White Premium Interior with Dark Ash Wood Décor,NC,Midnight Silver,100D AWD-Long Range
Model S,2012,40479,53700,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,IL,Deep Blue,100D AWD-Long Range
Model S,2012,15604,55800,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,91301,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Deep Blue,100D AWD-Long Range
Model S,2012,18720,56000,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$872 /mo,91301,Cream Premium Interior with Oak Wood Décor,MN,Deep Blue,100D AWD-Long Range
Model S,2012,33215,60200,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,GA,Pearl White,100D AWD-Long Range
Model S,2012,15242,63800,"Paramus, NJ",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels","$1,013 /mo",91301,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Solid Black,100D AWD-Long Range
Model S,2012,45284,47200,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,MA,Deep Blue,100D AWD-Long Range
Model S,2012,25082,49700,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,95403,Cream Premium Interior with Oak Wood Décor,FL,Deep Blue,100D AWD-Long Range
Model S,2012,29199,50700,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,95403,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,47056,51100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,95403,Black and White Premium Interior with Dark Ash Wood Décor,NC,Midnight Silver,100D AWD-Long Range
Model S,2012,40479,53700,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,IL,Deep Blue,100D AWD-Long Range
Model S,2012,15604,55800,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,95403,Black and White Premium Interior with Dark Ash Wood Décor,NJ,Deep Blue,100D AWD-Long Range
